time,size,AtoB,AtoC,AtoD
89.8605,1490,2.4782017353e-2,2.4791517242e-2,5.7028579679e-2
90.04675,434,2.2526330121e-2,2.2536332039e-2,5.6980898669e-2
90.101,1394,2.5633973012e-2,2.5644749821e-2,5.9720015721e-2
90.27525,914,2.7062183295e-2,2.7067465973e-2,6.2378295246e-2
90.3895,50,2.8639396288e-2,2.8648793325e-2,5.9344670357e-2
90.39575,194,2.434099987e-2,2.4343645209e-2,5.6954622357e-2
90.42,1010,3.1661996506e-2,3.1670101931e-2,6.3554537883e-2
90.54625,386,1.8348490943e-2,1.8356661775e-2,4.7687884487e-2
90.5945,530,3.0486750644e-2,3.0489048004e-2,6.182959513e-2
90.66075,1394,2.9527089268e-2,2.9530112334e-2,6.034845195e-2
90.835,1250,2.249999875e-2,2.2509204376e-2,5.3087073966e-2
90.99125,386,2.0771999614e-2,2.0778320088e-2,5.1847129553e-2
91.0395,434,3.0357466933e-2,3.0368289326e-2,6.248050595e-2
91.09375,146,2.0421578842e-2,2.0426311455e-2,4.5678431882e-2
91.112,1298,2.5346303462e-2,2.5353860163e-2,5.5907598668e-2
91.27425,914,2.4028303039e-2,2.4029772436e-2,4.9760972436e-2
91.3885,1106,2.661985411e-2,2.6622217473e-2,5.7426749072e-2
91.52675,1394,3.1969625678e-2,3.1972471903e-2,6.7213233523e-2
91.701,1058,2.3621755925e-2,2.3628733356e-2,5.8936401281e-2
91.83325,530,4.3395619023e-2,4.3399418291e-2,7.3342076213e-2
91.8995,50,2.5453797642e-2,2.5457123487e-2,5.5647790051e-2
91.90575,1442,3.0668048515e-2,3.0677776986e-2,6.3848634456e-2
92.086,50,2.7792856664e-2,2.780232287e-2,6.0685670866e-2
92.09225,866,2.1731999134e-2,2.1737236707e-2,5.2083636707e-2
92.2005,242,2.8641445807e-2,2.8650703072e-2,6.2306485701e-2
92.23075,818,2.2267049621e-2,2.2271755024e-2,5.6823301043e-2
92.333,914,4.6583079204e-2,4.658618977e-2,7.4470542137e-2
92.44725,290,4.265602986e-2,4.2663230707e-2,7.0605263216e-2
92.4835,1490,2.297999851e-2,2.2981608332e-2,5.4730082881e-2
92.66975,866,5.5820192461e-2,5.5821675439e-2,9.6600211728e-2
92.778,866,2.9908032519e-2,2.9917731643e-2,6.3300674671e-2
92.88625,98,2.6293244e-2,2.6297443416e-2,5.6336643416e-2
92.8985,1106,2.6546533878e-2,2.6552702485e-2,5.8950069175e-2
93.03675,146,2.0291999854e-2,2.0295538817e-2,5.0823076236e-2
93.055,98,2.7500084854e-2,2.7509757634e-2,5.8412667935e-2
93.06725,386,2.0771999614e-2,2.0782340624e-2,5.5605445323e-2
93.1155,1490,2.5327279945e-2,2.5333426057e-2,5.817741407e-2
93.30175,338,3.0285385986e-2,3.0289903961e-2,6.324748913e-2
93.344,1058,2.3856341297e-2,2.3866209837e-2,5.5019902593e-2
93.47625,146,2.0291999854e-2,2.0301712879e-2,5.1022393474e-2
93.4945,674,2.2658737595e-2,2.2669182093e-2,5.5801877933e-2
93.57875,50,2.0777055629e-2,2.077886741e-2,5.079886741e-2
93.585,194,2.9251639823e-2,2.9254900739e-2,6.233052962e-2
93.60925,1010,2.9266302362e-2,2.9271427292e-2,6.3458130134e-2
93.7355,626,3.12320288e-2,3.1238620407e-2,6.2641384711e-2
93.81375,674,2.8946130289e-2,2.8950779443e-2,5.9628020381e-2
93.898,1010,2.3500006766e-2,2.3501358302e-2,5.7492492018e-2
94.02425,290,2.7349873843e-2,2.7356036053e-2,5.8771384479e-2
94.0605,626,2.7465910251e-2,2.7471289684e-2,6.0798132667e-2
94.13875,674,2.4306599735e-2,2.4311092721e-2,5.8648096916e-2
94.223,1058,2.4091813642e-2,2.4095260861e-2,9.0406181315e-2
94.35525,1010,2.6371991969e-2,2.6382396985e-2,5.2190396985e-2
94.4815,674,3.0005956753e-2,3.0014995511e-2,6.4943811896e-2
94.56575,1490,2.8406864046e-2,2.8411466955e-2,6.0569113071e-2
94.752,1058,3.1140610616e-2,3.1150989178e-2,6.4555205124e-2
94.88425,866,2.9257916742e-2,2.9267442569e-2,6.14525809e-2
94.9925,1202,3.0035910228e-2,3.0041909124e-2,6.4322442829e-2
95.14275,290,2.3211167358e-2,2.321442913e-2,5.7604253989e-2
95.179,1394,2.8616260912e-2,2.861760609e-2,6.3264178785e-2
95.35325,1010,2.4062918387e-2,2.4065782831e-2,5.750873682e-2
95.4795,146,2.5383120342e-2,2.5386901842e-2,5.5445301842e-2
95.49775,1298,2.4752993706e-2,2.4756710668e-2,5.5940005014e-2
95.66,1058,3.0097877647e-2,3.0103467175e-2,6.1305580963e-2
95.79225,242,2.1089887491e-2,2.1092157881e-2,5.49993536e-2
95.8225,866,2.4569913874e-2,2.4571789024e-2,5.7379427089e-2
95.93075,386,2.3772455755e-2,2.3782445578e-2,5.6148142974e-2
95.979,290,3.0326645287e-2,3.0327742756e-2,6.254402557e-2
96.01525,50,2.2270156637e-2,2.2276865586e-2,5.6335624161e-2
96.0215,674,2.2825382635e-2,2.2828542047e-2,5.6709231941e-2
96.10575,50,2.1395237519e-2,2.1396856485e-2,5.1416856485e-2
96.112,1106,6.29530019e-2,6.2958319211e-2,0.12345212034
96.25025,1394,1.7787998606e-2,1.7791329488e-2,4.8560618011e-2
96.4245,1058,3.0505154322e-2,3.0514694673e-2,6.4961465706e-2
96.55675,530,2.7335070301e-2,2.7341127645e-2,6.0393773489e-2
96.623,194,2.6169674563e-2,2.6180437857e-2,6.0972513801e-2
96.64725,50,2.4865777332e-2,2.4876316332e-2,5.8619457836e-2
96.6535,626,2.9324185635e-2,2.9335093646e-2,6.0427880735e-2
96.73175,50,2.3953909509e-2,2.3956134696e-2,5.0340305932e-2
96.738,386,2.422683663e-2,2.4228425924e-2,5.6234475413e-2
96.78625,386,2.6749426269e-2,2.6760408188e-2,5.8619351085e-2
96.8345,818,2.3648738372e-2,2.3652280736e-2,5.4899695659e-2
96.93675,1250,2.8891684671e-2,2.8895262955e-2,6.1371647736e-2
97.093,914,6.2400775433e-2,6.241079723e-2,0.12303441472
97.20725,770,2.3514903674e-2,2.3523961948e-2,5.8636574085e-2
97.3035,242,2.0936546219e-2,2.0944080875e-2,5.1800505692e-2
97.33375,578,2.4555575249e-2,2.4565616473e-2,5.7600716053e-2
97.406,530,2.1607390657e-2,2.161817854e-2,5.3791386488e-2
97.47225,674,2.4641318698e-2,2.4646468982e-2,5.5314878596e-2
97.5565,1346,2.5945290946e-2,2.5947129891e-2,5.7814944437e-2
97.72475,1010,2.9470248036e-2,2.9475676004e-2,6.4485587676e-2
97.851,146,2.8045201614e-2,2.8054848511e-2,6.1988089657e-2
97.86925,770,3.0361357202e-2,3.0364855302e-2,6.4415127569e-2
97.9655,194,2.7619437407e-2,2.7622419626e-2,6.0480965364e-2
97.98975,722,2.1443999278e-2,2.1446269714e-2,5.5973816774e-2
98.08,1010,2.4565561329e-2,2.4568230824e-2,5.8485290402e-2
98.20625,194,2.2973016928e-2,2.2975668107e-2,5.3466077362e-2
98.2305,962,3.1454828303e-2,3.1460469786e-2,6.463140951e-2
98.35075,434,2.9291295369e-2,2.93018177e-2,6.0409958634e-2
98.405,290,2.0926724701e-2,2.0936625538e-2,5.3498839042e-2
98.44125,1106,2.4726030376e-2,2.4730906732e-2,5.7788423501e-2
98.5795,1058,2.4780435062e-2,2.47817801e-2,5.9011281958e-2
98.71175,1394,2.3038790503e-2,2.3045569565e-2,5.3812773169e-2
98.886,818,3.1527613499e-2,3.1535260365e-2,6.5150531967e-2
98.98825,194,2.9331122617e-2,2.9334998903e-2,6.0960346427e-2
99.0125,1010,5.3717215321e-2,5.3727306875e-2,0.113220644627
99.13875,962,5.4799435284e-2,5.4801446025e-2,0.109808087274
99.259,1202,3.4211441328e-2,3.421319484e-2,7.171724082e-2
99.40925,1490,3.1636152784e-2,3.1638816201e-2,6.9505065745e-2
99.5955,1442,6.7402751401e-2,6.7407965287e-2,0.142323428548
99.77575,1106,5.4116289212e-2,5.4118388756e-2,8.2882438852e-2
99.914,1106,1.7211998894e-2,1.7213663222e-2,7.704060386e-2
100.05225,242,2.1524856e-2,2.1530557934e-2,4.6724157934e-2
100.0825,338,6.0877949437e-2,6.0884653348e-2,0.13582804811
100.12475,386,1.5771999614e-2,1.5777776424e-2,5.2448527432e-2
100.173,866,1.6731999134e-2,1.6742095061e-2,5.6817487463e-2
100.28125,386,5.288216065e-2,5.2885230949e-2,0.10627019351
100.3295,1010,5.562951114e-2,5.5636478383e-2,9.942067114e-2
100.45575,770,2.7560743449e-2,2.7566218342e-2,7.9229334487e-2
100.552,98,3.1608658518e-2,3.1616043915e-2,5.7343103394e-2
100.56425,1394,3.3932378579e-2,3.3941122626e-2,7.3561251535e-2
100.7385,770,2.5362419841e-2,2.5368872924e-2,5.0984872924e-2
100.83475,722,1.6443999278e-2,1.6446359469e-2,8.9532419007e-2
100.925,1250,2.1879676801e-2,2.1882589993e-2,5.9713518728e-2
101.08125,1106,2.3988555266e-2,2.3990326454e-2,7.6445206302e-2
101.2195,386,6.2041930513e-2,6.2044164586e-2,0.111476080051
101.26775,914,2.3328633916e-2,2.3334242586e-2,8.9728412979e-2
101.382,722,5.9077759998e-2,5.9078830086e-2,9.8086104405e-2
101.47225,1010,2.3863190561e-2,2.3864830787e-2,8.0006236147e-2
101.5985,530,1.605999947e-2,1.6068810788e-2,6.9401407929e-2
101.66475,770,3.3099391443e-2,3.3109447359e-2,6.185748378e-2
101.761,674,2.2450588285e-2,2.2459254548e-2,4.7998454548e-2
101.84525,1442,2.698172371e-2,2.6986963621e-2,9.7194576366e-2
102.0255,146,3.7700885735e-2,3.7704739669e-2,6.2821539669e-2
102.04375,386,5.67768697e-2,5.6780044822e-2,0.125739043549
102.092,578,1.6155999422e-2,1.616250604e-2,4.2235338103e-2
102.16425,386,5.3744088517e-2,5.3751472763e-2,9.462231815e-2
102.2125,1298,5.6906483826e-2,5.6917074142e-2,0.131104378137
102.37475,530,2.2028525475e-2,2.2038377453e-2,9.6567816788e-2
102.441,674,4.4153098589e-2,4.416343092e-2,7.8154638467e-2
102.52525,674,6.5760313174e-2,6.5769932897e-2,0.104343342506
102.6095,722,1.6443999278e-2,1.644813005e-2,6.4590705594e-2
102.69975,1250,2.2682452646e-2,2.2687157014e-2,4.8687157014e-2
102.856,866,1.6731999134e-2,1.6737256343e-2,4.2430056343e-2
102.96425,674,2.7906141816e-2,2.791309895e-2,5.345229895e-2
103.0485,818,1.6635999182e-2,1.6641164776e-2,7.2102489759e-2
103.15075,1442,5.3284269973e-2,5.3287254905e-2,0.122033141968
103.331,290,2.2498945525e-2,2.2502955769e-2,5.061679564e-2
103.36725,1106,4.186037284e-2,4.1862367766e-2,9.9421340495e-2
103.5055,1202,4.3876960328e-2,4.3881476686e-2,6.9843076686e-2
103.65575,866,4.7246621241e-2,4.7250993432e-2,8.4651665584e-2
103.764,1298,2.7899657135e-2,2.7906009527e-2,6.4406738318e-2
103.92625,290,5.616965639e-2,5.6174391811e-2,0.102647525843
103.9625,962,1.6923999038e-2,1.6932632626e-2,5.2738149788e-2
104.08275,194,6.2940231505e-2,6.2941822265e-2,0.108390867128
104.107,194,2.6866751703e-2,2.6873849752e-2,0.101480568555
104.13125,50,2.2448668711e-2,2.2453219651e-2,8.7591283298e-2
104.1375,386,5.5626362221e-2,5.5636823625e-2,8.9922574866e-2
104.18575,1394,2.1178570174e-2,2.1185537174e-2,7.8258484424e-2
104.36,770,5.9926328195e-2,5.9928764706e-2,8.5544764706e-2
104.45625,674,1.6347999326e-2,1.6349822174e-2,5.5800612154e-2
104.5405,962,2.0828815499e-2,2.0833373434e-2,6.208840357e-2
104.66075,1154,2.2905116668e-2,2.2907940907e-2,9.2667384357e-2
104.805,1298,1.81310994e-2,1.8137454708e-2,6.4197134981e-2
104.96725,1106,5.3358289494e-2,5.3359465058e-2,0.12612532238
105.1055,1490,4.6780361231e-2,4.6789812806e-2,9.3246820197e-2
105.29175,674,1.9078789153e-2,1.9087960736e-2,4.6928081865e-2
105.376,626,4.3412126089e-2,4.3416709563e-2,0.105774335957
105.45425,770,4.4884010164e-2,4.4890935979e-2,0.114755904341
105.5505,626,1.6251999374e-2,1.6258183959e-2,6.4288830016e-2
105.62875,1106,1.7211998894e-2,1.7220601419e-2,4.3105401419e-2
105.767,98,3.0883165683e-2,3.0885471761e-2,5.8361495372e-2
105.77925,578,3.7787089392e-2,3.7789035783e-2,9.1072896521e-2
105.8515,1202,2.4771466771e-2,2.4772728983e-2,5.4993793313e-2
106.00175,146,3.0892571262e-2,3.0896294373e-2,9.6982283629e-2
106.02,290,1.983598881e-2,1.9840452447e-2,4.5072452447e-2
106.05625,434,3.7103022259e-2,3.7112856993e-2,8.1042406636e-2
106.1105,242,3.2838463916e-2,3.2839787364e-2,0.103123682738
106.14075,914,5.163372162e-2,5.1636655232e-2,9.9240649487e-2
106.255,338,6.1018947949e-2,6.1020693122e-2,8.6291093122e-2
106.29725,1154,6.6550178686e-2,6.6560669021e-2,0.135961072717
106.4415,866,6.1646986072e-2,6.165595766e-2,0.106220839893
106.54975,386,5.1150586114e-2,5.1160777016e-2,0.122077289135
106.598,290,2.3544339748e-2,2.3549588928e-2,4.8781588928e-2
106.63425,290,5.3512425447e-2,5.3514141522e-2,9.5500852568e-2
106.6705,1250,2.5132981667e-2,2.5143111514e-2,7.7576771231e-2
106.82675,914,5.4652834714e-2,5.4657898652e-2,0.110311274804
106.941,1106,1.7211998894e-2,1.7221647523e-2,7.7835879837e-2
107.07925,914,6.3774863661e-2,6.3778957464e-2,0.107568932456
107.1935,530,3.0224000219e-2,3.0228963118e-2,6.3181494948e-2
107.25975,1442,3.4313014924e-2,3.4318505856e-2,9.3520996387e-2
107.44,1106,5.2651121362e-2,5.2659000532e-2,9.3707293874e-2
107.57825,1346,3.2210045405e-2,3.2216250566e-2,7.1224981398e-2
107.7465,434,3.8783785698e-2,3.8787815779e-2,7.9209119849e-2
107.80075,1202,4.61118905e-2,4.6113669293e-2,0.103314985629
107.951,1490,6.3773777704e-2,6.377821674e-2,9.5627907782e-2
108.13725,386,2.1293118254e-2,2.1300480122e-2,6.3809154046e-2
108.1855,1394,4.2533749778e-2,4.2542478211e-2,9.6321862781e-2
108.35975,1154,2.470494411e-2,2.4707632506e-2,7.4701432553e-2
108.504,242,3.6218522249e-2,3.6227635257e-2,9.4574586653e-2
108.53425,1154,4.2012736434e-2,4.2018103526e-2,9.5405490298e-2
108.6785,674,4.7315432331e-2,4.7319708622e-2,
108.76275,770,2.1514117198e-2,2.1518757663e-2,5.740690014e-2
108.859,770,6.508779986e-2,6.5089220523e-2,9.0705220523e-2
108.95525,434,5.0989410651e-2,5.099084051e-2,0.100902291813
109.0095,578,4.3687777861e-2,4.3691015363e-2,6.9153415363e-2
109.08175,866,5.7974475686e-2,5.797891754e-2,0.130041579351
109.19,386,2.8328370893e-2,2.8331248448e-2,8.4437028933e-2
109.23825,146,4.4813752002e-2,4.482412474e-2,7.3718899723e-2
109.2565,242,1.5483999758e-2,1.5489433893e-2,5.2811607735e-2
109.28675,434,3.8099846613e-2,3.8107818209e-2,6.7423075431e-2
109.341,98,4.1115128111e-2,4.1118534257e-2,7.8221265163e-2
109.35325,1010,6.1925329975e-2,6.192971285e-2,9.5364037742e-2
109.4795,194,2.9128581266e-2,2.9132769034e-2,7.8662603061e-2
109.50375,578,1.8012591789e-2,1.8021778458e-2,5.7856909085e-2
109.576,578,2.8690120473e-2,2.8699382683e-2,6.155852259e-2
109.64825,1490,5.5823509018e-2,5.5832929035e-2,8.890350481e-2
109.8345,1298,1.7595998702e-2,1.7602859285e-2,5.0600831719e-2
109.99675,914,1.6827999086e-2,1.6830269897e-2,5.5242280773e-2
110.111,962,4.9199753996e-2,4.9202040206e-2,7.4971640206e-2
110.23125,530,5.2273971144e-2,5.2278223762e-2,0.100889956086
110.2975,194,1.5387999806e-2,1.53949436e-2,8.2583219886e-2
110.32175,962,4.4775515418e-2,4.4782208486e-2,8.356560071e-2
110.442,818,2.4283823655e-2,2.4294234329e-2,9.371097547e-2
110.54425,914,1.6827999086e-2,1.6837258312e-2,8.4763178669e-2
110.6585,1490,1.8580315653e-2,1.8586655504e-2,4.4778655504e-2
110.84475,722,1.6472010481e-2,1.6480152736e-2,9.1246660925e-2
110.935,818,3.1255162419e-2,3.1264955601e-2,0.101743039399
111.03725,1106,3.8147653534e-2,3.8152752419e-2,6.4037552419e-2
111.1755,434,4.3180863184e-2,4.3188262898e-2,9.4927451518e-2
111.22975,1154,6.4667830477e-2,6.4670457506e-2,0.101322425579
111.374,818,4.6260357001e-2,4.6265046811e-2,8.0118969082e-2
111.47625,386,4.8614814536e-2,4.8623794654e-2,9.8605182987e-2
111.5245,290,4.7722273791e-2,4.7724699227e-2,7.5874605962e-2
111.56075,1490,1.797999851e-2,1.7985534137e-2,8.4275821302e-2
111.747,1106,5.2797495468e-2,5.2807341489e-2,0.120086296961
111.88525,1106,6.365821798e-2,6.3663606051e-2,0.122122571663
112.0235,290,6.1686770344e-2,6.1695773902e-2,8.6927773902e-2
112.05975,50,2.3665542238e-2,2.3666549194e-2,9.1723437395e-2
112.066,242,6.3573157547e-2,6.3583691134e-2,9.791840288e-2
112.09625,866,3.9956874464e-2,3.9966625742e-2,7.3884995243e-2
112.2045,770,6.4221733195e-2,6.4229341741e-2,0.118854965194
112.30075,194,1.7981511288e-2,1.7989352968e-2,5.8393102138e-2
112.325,434,5.3475382548e-2,5.3483141194e-2,8.2646457096e-2
112.37925,1346,5.5125675075e-2,5.5130765827e-2,8.1207565827e-2
112.5475,1298,5.6786078718e-2,5.6790779901e-2,8.6493834347e-2
112.70975,50,4.7191598907e-2,4.7198028738e-2,9.2573075312e-2
112.716,674,1.6347999326e-2,1.635547328e-2,5.5055713191e-2
112.80025,434,6.5542350334e-2,6.5546674443e-2,9.0893874443e-2
112.8545,1394,4.9042122502e-2,4.905066008e-2,9.9380569257e-2
113.02875,1346,3.5200585522e-2,3.5206569425e-2,7.4319188359e-2
113.197,434,1.5867999566e-2,1.5870601236e-2,7.4571934603e-2
113.25125,962,5.759703144e-2,5.7607773696e-2,0.128623494238
113.3715,530,1.8012895015e-2,1.8019133047e-2,4.3443133047e-2
113.43775,386,4.2656747283e-2,4.2662484229e-2,8.5787375185e-2
113.486,1010,5.0728716664e-2,5.0730112733e-2,9.2732327777e-2
113.61225,1490,3.9613567661e-2,3.961756369e-2,0.114305310838
113.7985,530,4.5458897132e-2,4.5462793334e-2,7.0886793334e-2
113.86475,770,2.0893498735e-2,2.0902347957e-2,4.6978865375e-2
113.961,770,1.653999923e-2,1.6546397175e-2,4.2162397175e-2
114.05725,1058,1.7115998942e-2,1.712214008e-2,6.4771690033e-2
114.1895,1154,4.341804632e-2,4.3424539334e-2,8.9845610896e-2
114.33375,530,2.0659827277e-2,2.0661744492e-2,6.09933523e-2
114.4,626,3.7294405932e-2,3.7296145939e-2,0.10103002868
114.47825,1490,6.5679613869e-2,6.5687706747e-2,0.115187119609
114.6645,386,3.6034691737e-2,3.6040683656e-2,9.2737781333e-2
114.71275,770,3.7510133294e-2,3.7511617245e-2,9.3653240134e-2
114.809,1346,4.1663669892e-2,4.1670757075e-2,9.0018040971e-2
114.97725,914,4.4654475928e-2,4.4661118841e-2,7.7018042866e-2
115.0915,290,5.1819757843e-2,5.1827659657e-2,9.1891289238e-2
115.12775,98,3.0970771473e-2,3.0980717854e-2,8.6357915267e-2
115.14,626,4.6972982074e-2,4.6980817991e-2,7.9140195816e-2
115.21825,338,2.85655786e-2,2.8575717762e-2,8.1485978049e-2
115.2605,1202,3.8070365241e-2,3.8074955511e-2,7.8314976689e-2
115.41075,626,6.1620436097e-2,6.1627174831e-2,8.7127974831e-2
115.489,1394,2.673213749e-2,2.6739872773e-2,7.3917221507e-2
115.66325,1346,5.2890955381e-2,5.2895714115e-2,0.112096484146
115.8315,1298,4.2371855807e-2,4.2375085656e-2,8.1068999948e-2
115.99375,530,4.9729232792e-2,4.9737935795e-2,9.4803363118e-2
116.06,1394,3.911753564e-2,3.9121131907e-2,6.9313253753e-2
116.23425,1010,4.3978857584e-2,4.3981800552e-2,6.9789800552e-2
116.3605,866,1.6731999134e-2,1.6742423566e-2,7.7304227606e-2
116.46875,1394,3.8192298327e-2,3.8202214657e-2,7.89520602e-2
116.643,1298,5.2522901204e-2,5.2530941728e-2,7.9397989364e-2
116.80525,1394,6.5478509355e-2,6.5489488032e-2,0.104333820579
116.9795,530,3.7400256026e-2,3.7405087124e-2,8.0079196587e-2
117.04575,626,1.6251999374e-2,1.6258022022e-2,5.6399558415e-2
117.124,818,2.2509047394e-2,2.2512698693e-2,4.8167098693e-2
117.22625,146,2.2670560344e-2,2.2673583568e-2,8.7930844744e-2
117.2445,530,6.1223638359e-2,6.1226669019e-2,0.112366368438
117.31075,1154,2.8206595453e-2,2.8214337688e-2,5.4137537688e-2
117.455,1442,5.7895553514e-2,5.7904904418e-2,9.6680207975e-2
117.63525,1394,1.7787998606e-2,1.7791119028e-2,8.0400004124e-2
117.8095,578,1.6155999422e-2,1.6165813749e-2,6.4348241463e-2
117.88175,242,3.4887576608e-2,3.4894179085e-2,7.0846745292e-2
117.912,50,1.509999995e-2,1.5108882415e-2,4.0148882415e-2
117.91825,1298,6.1389814821e-2,6.1394937841e-2,0.106799849916
118.0805,290,6.0963993246e-2,6.0969870131e-2,9.9671700286e-2
