time,size,AtoB,AtoC,AtoD
118.11675,146,1.5291999854e-2,1.5295931097e-2,8.6984309927e-2
118.135,98,3.6271397631e-2,3.6274419394e-2,7.540495992e-2
118.14725,770,1.653999923e-2,1.6546675738e-2,6.8508560165e-2
118.2435,98,5.9020206939e-2,5.9028149006e-2,0.127456049751
118.25575,1154,5.4035833338e-2,5.4046764532e-2,0.126101780293
118.4,434,3.1738436592e-2,3.1740000281e-2,6.9100701768e-2
118.45425,1442,5.2704067185e-2,5.2710467891e-2,0.110154003002
118.6345,1490,1.797999851e-2,1.7988963792e-2,8.3752334721e-2
118.82075,1106,4.8552597954e-2,4.8562197933e-2,7.5138048247e-2
118.959,50,1.9806016226e-2,1.9808963536e-2,6.0052710503e-2
118.96525,962,1.6923999038e-2,1.6928931616e-2,4.3289487862e-2
119.0855,1250,5.05090324e-2,5.0518890549e-2,0.105341813628
119.24175,866,5.6261985813e-2,5.6268469668e-2,0.120322185746
119.35,1058,2.815803692e-2,2.8161377658e-2,7.6960120063e-2
119.48225,1442,2.3101825017e-2,2.3109406603e-2,8.2410080885e-2
119.6625,818,2.8216222399e-2,2.822137315e-2,5.387577315e-2
119.76475,1394,1.7787998606e-2,1.7798804556e-2,8.4568276397e-2
119.939,674,3.1602425142e-2,3.1606077937e-2,6.7906985958e-2
120.02325,1202,2.4871900597e-2,2.4877101265e-2,7.0322589786e-2
120.1735,1106,1.8926654674e-2,1.893692064e-2,6.4914399827e-2
120.31175,914,1.6827999086e-2,1.6835032388e-2,4.2888043831e-2
120.426,1154,1.7307998846e-2,1.7317035542e-2,6.4864739199e-2
120.57025,386,3.5012721674e-2,3.5019776649e-2,6.2424550233e-2
120.6185,674,1.6347999326e-2,1.6357253905e-2,7.7059457856e-2
120.70275,1202,2.5154623123e-2,2.5157755686e-2,6.7518066816e-2
120.853,1490,3.2694090526e-2,3.2702073132e-2,6.5782948404e-2
121.03925,482,3.4760635309e-2,3.4766771678e-2,9.7703670415e-2
121.0995,1250,3.6977021561e-2,3.697987711e-2,9.9477209265e-2
121.25575,1298,5.6110772994e-2,5.6118901596e-2,9.5673936298e-2
121.418,722,5.8910580145e-2,5.8912076329e-2,0.119487165632
121.50825,1250,4.0318549217e-2,4.0326127046e-2,8.1564275206e-2
121.6645,290,4.0941029141e-2,4.0943590804e-2,8.4702461561e-2
121.70075,722,2.6108192073e-2,2.6118842469e-2,7.2917474835e-2
121.791,146,5.7725302703e-2,5.7727632434e-2,0.132787711908
121.80925,722,5.000621246e-2,5.0011781358e-2,0.112747691771
121.8995,434,2.8743169081e-2,2.8745898053e-2,9.9046522536e-2
121.95375,1346,6.427622857e-2,6.4283368624e-2,9.0360168624e-2
122.122,722,5.1237532662e-2,5.1247187402e-2,0.116865410798
122.21225,530,4.1044267941e-2,4.1054095261e-2,0.105255342332
122.2785,578,6.499334079e-2,6.4999706462e-2,0.133243120457
122.35075,1010,3.4829872436e-2,3.4834582696e-2,0.102744025509
122.477,1442,4.3101490691e-2,4.3108489062e-2,0.117089284438
122.65725,1106,5.9384393586e-2,5.9386721862e-2,9.2369415722e-2
122.7955,626,1.6251999374e-2,1.6262819705e-2,5.6163180804e-2
122.87375,1058,2.4074388131e-2,2.4085187681e-2,8.7757250323e-2
123.006,1250,3.4373984278e-2,3.4384497476e-2,7.0876884703e-2
123.16225,914,2.9930438318e-2,2.9940644994e-2,5.5671844994e-2
123.2765,290,5.8115207875e-2,5.8118828913e-2,0.126324060437
123.31275,626,3.5668434064e-2,3.5671520393e-2,6.1172320393e-2
123.391,1058,2.7941743772e-2,2.7944774349e-2,8.5249973144e-2
123.52325,290,1.5984253312e-2,1.5990439864e-2,6.109376789e-2
123.5595,290,5.7609123463e-2,5.7618091977e-2,8.2850091977e-2
123.59575,1490,1.8711815432e-2,1.8722264608e-2,5.5983497205e-2
123.782,818,1.6635999182e-2,1.6638015307e-2,4.6176188535e-2
123.88425,338,1.6020755925e-2,1.6022931623e-2,4.1293331623e-2
123.9265,962,4.0925552692e-2,4.0929821447e-2,8.5945982899e-2
124.04675,1058,2.0578149634e-2,2.0580409959e-2,5.9462974414e-2
124.179,338,6.0525853624e-2,6.0532325929e-2,0.116333625692
124.22125,866,4.7913288017e-2,4.7922485444e-2,0.12229778512
124.3295,1010,5.0197929851e-2,5.0199555394e-2,0.111917845128
124.45575,722,6.2359636443e-2,6.2361383124e-2,8.8519985394e-2
124.546,770,1.653999923e-2,1.6546365259e-2,4.2162365259e-2
124.64225,194,6.4416988733e-2,6.4419303414e-2,8.9574503414e-2
124.6665,1106,5.4307553066e-2,5.4317807629e-2,8.8142730486e-2
124.80475,914,3.0155227922e-2,3.0162984624e-2,7.3846656595e-2
124.919,386,6.4811791883e-2,6.4820369536e-2,9.0129169536e-2
124.96725,1106,5.121519704e-2,5.1221085833e-2,0.104620805471
125.1055,434,5.1454099637e-2,5.1459883098e-2,0.120727775154
125.15975,578,4.2500864982e-2,4.2503360848e-2,7.1301186245e-2
125.232,194,2.0214032828e-2,2.0218168121e-2,6.9163599095e-2
125.25625,98,1.9978286374e-2,1.9985977946e-2,5.0979233228e-2
125.2685,770,6.577582745e-2,6.5783277553e-2,0.130770917043
125.36475,578,1.6428991692e-2,1.6431109676e-2,4.1893509676e-2
125.437,722,3.615419546e-2,3.6161757122e-2,0.106689857252
125.52725,818,1.6635999182e-2,1.6646230403e-2,6.784511548e-2
125.6295,1298,4.2898278442e-2,4.2900693242e-2,0.100844651202
125.79175,674,6.4402575246e-2,6.4412974916e-2,0.12003321421
125.876,578,6.6064067453e-2,6.6067452935e-2,0.113382135742
125.94825,626,2.4706053968e-2,2.4711109094e-2,8.1175126933e-2
126.0265,98,4.5522992175e-2,4.553254121e-2,7.4045602287e-2
126.03875,1106,6.3623040064e-2,6.3633142825e-2,8.9517942825e-2
126.177,770,3.7517693771e-2,3.7519071083e-2,9.9430578186e-2
126.27325,866,6.6164772277e-2,6.6172915337e-2,9.4717177794e-2
126.3815,146,3.521103581e-2,3.5219293315e-2,8.2971854963e-2
126.39975,1058,6.1735093522e-2,6.1740486667e-2,9.5407114781e-2
126.532,1394,1.7787998606e-2,1.7795381226e-2,5.1727268452e-2
126.70625,626,2.1629146255e-2,2.163247835e-2,
126.7845,50,1.509999995e-2,1.5104817488e-2,6.5306936906e-2
126.79075,1250,1.749999875e-2,1.7504648853e-2,4.3504648853e-2
126.947,530,2.315455547e-2,2.3164673418e-2,9.4887471591e-2
127.01325,1106,4.6308831392e-2,4.6313423617e-2,0.101603657301
127.1515,386,5.2257433192e-2,5.2267611575e-2,9.7967745423e-2
127.19975,1058,3.4885344955e-2,3.4892486714e-2,0.10250524339
127.332,98,5.4347221415e-2,5.4354330734e-2,0.125710488468
127.34425,1346,1.7691998654e-2,1.769311475e-2,4.376991475e-2
127.5125,770,4.1440867765e-2,4.1446528891e-2,9.415391655e-2
127.60875,1250,3.7219405712e-2,3.7225108197e-2,7.5481179168e-2
127.765,146,4.4958114452e-2,4.4960013842e-2,0.102955946619
127.78325,194,1.5546685254e-2,1.5556374739e-2,7.8747459238e-2
127.8075,962,5.4208220538e-2,5.4212212549e-2,0.116012336027
127.92775,818,5.4818827757e-2,5.4826232946e-2,8.3162797257e-2
128.03,1490,4.8845980684e-2,4.8848775367e-2,0.115648004242
128.21625,1106,2.6817066676e-2,2.6823050387e-2,6.0010152788e-2
128.3545,962,3.8566061851e-2,3.8575988561e-2,0.113056452598
128.47475,530,4.8263174597e-2,4.8268284252e-2,0.114846858854
128.541,1058,3.5610852691e-2,3.5618027252e-2,9.9355975378e-2
128.67325,1202,4.4201589575e-2,4.4203205754e-2,8.0283925413e-2
128.8235,242,1.6365349833e-2,1.6376069889e-2,7.3981662438e-2
128.85375,530,5.786785588e-2,5.7870752564e-2,8.3294752564e-2
128.92,1154,1.7307998846e-2,1.7310790365e-2,8.10954903e-2
129.06425,1154,3.0578391859e-2,3.0588350771e-2,9.1780345516e-2
129.2085,1394,4.5018857408e-2,4.502749261e-2,8.6391891843e-2
129.38275,1010,3.7499890439e-2,3.750775209e-2,8.1928107083e-2
129.509,578,1.6155999422e-2,1.6159011035e-2,5.6450766327e-2
129.58125,770,5.8520522846e-2,5.8530234943e-2,0.101755223973
129.6775,1442,1.7883998558e-2,1.7887690747e-2,4.4041290747e-2
129.85775,242,1.5483999758e-2,1.5487543564e-2,4.4185267801e-2
129.888,1490,1.797999851e-2,1.7981567124e-2,7.9074102022e-2
130.07425,194,4.3840766865e-2,4.3848962873e-2,9.9044402788e-2
130.0985,98,3.7364377316e-2,3.7369533309e-2,0.105228023432
130.11075,1058,4.5886684137e-2,4.5892065024e-2,8.6166657773e-2
130.243,386,2.1373104894e-2,2.1375493549e-2,8.5175240884e-2
130.29125,962,3.7765824791e-2,3.7768325511e-2,9.9671531497e-2
130.4115,1490,6.3047126304e-2,6.3051080009e-2,8.9243080009e-2
130.59775,1490,5.8625132213e-2,5.8628988882e-2,8.4820988882e-2
130.784,98,2.8252090934e-2,2.8256922408e-2,5.3813151977e-2
130.79625,146,5.4881833322e-2,5.4886072203e-2,0.108737192977
130.8145,98,6.1307110499e-2,6.1314401647e-2,0.104934970308
130.82675,1010,5.5821803174e-2,5.5827663733e-2,0.109397877454
130.953,866,2.3039181036e-2,2.3044114971e-2,6.2144458272e-2
131.06125,1202,3.5623959651e-2,3.5628891691e-2,7.8702303477e-2
131.2115,578,1.6155999422e-2,1.6159115026e-2,4.1621515026e-2
131.28375,290,2.3950697208e-2,2.3960879031e-2,9.1431867013e-2
131.32,914,3.9098430828e-2,3.9107350048e-2,8.1534181715e-2
131.43425,434,6.1082306129e-2,6.1093122303e-2,0.132475682847
131.4885,194,6.081489006e-2,6.082345042e-2,0.109842239811
131.51275,866,4.3890741904e-2,4.3895678757e-2,0.111657101763
131.621,770,4.264078377e-2,4.2651577097e-2,0.100216076478
131.71725,1154,2.7339243563e-2,2.7348036651e-2,5.3271236651e-2
131.8615,818,5.0680734315e-2,5.0682070637e-2,0.105372396502
131.96375,1394,4.9256568838e-2,4.9258645232e-2,7.5373845232e-2
132.138,1106,5.0132068886e-2,5.0141550357e-2,0.117691703237
132.27625,1298,1.7614672838e-2,1.7620811412e-2,9.0776429787e-2
132.4385,1106,5.5991835042e-2,5.6000217894e-2,0.100243183292
132.57675,482,2.4686978162e-2,2.4688609799e-2,5.0074209799e-2
132.637,818,1.6635999182e-2,1.6640447202e-2,4.2294847202e-2
132.73925,434,5.3962389749e-2,5.3963689663e-2,8.9690606416e-2
132.7935,1298,1.7595998702e-2,1.7598812224e-2,6.8456461511e-2
132.95575,530,4.2585144866e-2,4.2593396338e-2,0.114110185958
133.022,482,1.6871182211e-2,1.6880425048e-2,4.6679036997e-2
133.08225,530,2.8091251034e-2,2.8097024157e-2,5.4072405887e-2
133.1485,1250,1.749999875e-2,1.7503331476e-2,7.6882226848e-2
133.30475,290,4.8369792575e-2,4.8376823745e-2,9.4762003673e-2
133.341,1106,1.7211998894e-2,1.7220414695e-2,4.3105214695e-2
133.47925,1394,2.6754334632e-2,2.6760258309e-2,6.4267983706e-2
133.6535,1202,3.7616220688e-2,3.7625785214e-2,7.5749191439e-2
133.80375,530,4.6575903077e-2,4.658542288e-2,8.4102239523e-2
133.87,1298,1.7595998702e-2,1.7597497991e-2,8.1884112861e-2
134.03225,962,4.046069048e-2,4.0469325451e-2,9.5407335677e-2
134.1525,818,6.6287294128e-2,6.6295509935e-2,0.115373680377
134.25475,722,5.475159155e-2,5.4754068939e-2,0.121634327556
134.345,1298,1.9121040232e-2,1.9123861758e-2,6.074145e-2
134.50725,1202,5.9122805869e-2,5.9126322967e-2,8.5087922967e-2
134.6575,1154,2.0568337292e-2,2.057626775e-2,9.525208484e-2
134.80175,242,5.3292514889e-2,5.3300518138e-2,9.5020353405e-2
134.832,1490,3.3859836306e-2,3.3870480961e-2,0.105295037721
135.01825,50,2.0066893649e-2,2.0068817931e-2,8.2787521596e-2
135.0245,1154,1.7307998846e-2,1.7316339677e-2,6.3788810932e-2
135.16875,914,3.5998223752e-2,3.6005665733e-2,7.3699550535e-2
135.283,1442,4.000465314e-2,4.0013330808e-2,0.102588840736
135.46325,290,1.8521307088e-2,1.8522686715e-2,5.7360988223e-2
135.4995,50,3.0828956038e-2,3.0839654346e-2,7.9037629051e-2
135.50575,1394,1.7787998606e-2,1.7793479321e-2,6.4097187876e-2
135.68,914,3.7089858607e-2,3.7092847513e-2,6.3739700061e-2
135.79425,194,2.4152648616e-2,2.415877934e-2,4.931397934e-2
135.8185,290,5.2456916595e-2,5.2461179586e-2,9.0892794878e-2
135.85475,146,2.2351550232e-2,2.2358698589e-2,7.386265737e-2
135.873,914,4.8065495149e-2,4.806703623e-2,0.109669443944
135.98725,866,4.641403376e-2,4.6424592278e-2,8.7473939477e-2
136.0955,242,3.8729086651e-2,3.8735862225e-2,9.4094648376e-2
136.12575,386,4.9917067991e-2,4.9924639071e-2,0.118748730135
136.174,530,3.998890065e-2,3.9990740707e-2,0.102363775487
136.24025,1490,2.2347910232e-2,2.2348928022e-2,7.0127003447e-2
136.4265,914,4.9183676422e-2,4.9187704747e-2,8.3402741174e-2
136.54075,1250,6.5912120582e-2,6.5919580383e-2,0.122666928825
136.697,242,4.7601463406e-2,4.761070486e-2,0.115248623392
136.72725,914,6.3921129734e-2,6.3926089279e-2,0.110536677134
136.8415,1394,1.7787998606e-2,1.7797394444e-2,5.8952420255e-2
137.01575,146,3.2977187834e-2,3.2981840299e-2,7.2923462844e-2
137.034,338,5.4859601399e-2,5.4868543777e-2,0.1265795414
137.07625,914,1.7528636784e-2,1.7538216397e-2,7.9378685062e-2
137.1905,962,4.4984120499e-2,4.4985954817e-2,0.117928615293
137.31075,962,4.1357159238e-2,4.1359680153e-2,8.6285423222e-2
137.431,1058,2.4410981613e-2,2.4412650411e-2,9.1355026197e-2
137.56325,1250,4.782377796e-2,4.7828550299e-2,0.102143587787
137.7195,674,4.8068365654e-2,4.8079247886e-2,7.6881152589e-2
137.80375,1202,5.4027126556e-2,5.4031762704e-2,0.12855035735
137.954,578,5.1355310052e-2,5.1361730914e-2,0.121289534917
138.02625,1490,4.2604530598e-2,4.2610989389e-2,7.6619840528e-2
138.2125,434,3.3244038743e-2,3.3253899464e-2,8.6439601543e-2
138.26675,578,1.6219344258e-2,1.6223020347e-2,4.8800417946e-2
138.339,722,4.8629222231e-2,4.8638865934e-2,0.114291633947
138.42925,290,2.9780142294e-2,2.9784541833e-2,5.5016541833e-2
138.4655,290,2.0259390404e-2,2.0264654764e-2,6.0245883718e-2
138.50175,578,1.6155999422e-2,1.6160744157e-2,8.6389611221e-2
138.574,866,4.3898792256e-2,4.3901583537e-2,0.118434477894
138.68225,1154,3.9985811571e-2,3.9994907089e-2,8.1016172226e-2
138.8265,530,5.8296249363e-2,5.8302795602e-2,9.2413046609e-2
138.89275,242,1.9199044111e-2,1.9202015488e-2,6.7581872597e-2
138.923,962,3.3166845884e-2,3.3175654458e-2,6.1025480542e-2
139.04325,770,3.6898526309e-2,3.6903923906e-2,6.2519923906e-2
139.1395,626,5.665867352e-2,5.666080799e-2,0.106075049215
139.21775,1010,5.5552248619e-2,5.5554721744e-2,0.130033635768
139.344,482,6.4448012002e-2,6.4451040325e-2,9.8557619419e-2
139.40425,194,1.5387999806e-2,1.5398907642e-2,4.0554107642e-2
139.4285,146,5.4398193783e-2,5.4400920189e-2,7.9517720189e-2
139.44675,146,4.6843621708e-2,4.6854142435e-2,7.1970942435e-2
139.465,962,6.2057690319e-2,6.2067139686e-2,0.104936159294
139.58525,1442,3.3690090507e-2,3.3697510301e-2,6.2064138327e-2
139.7655,770,3.3562033383e-2,3.3570245795e-2,6.3130917042e-2
139.86175,770,4.7472870854e-2,4.7482104012e-2,8.3927991364e-2
139.958,434,5.7406275344e-2,5.7414748875e-2,8.5466101479e-2
140.01225,98,5.6416448813e-2,5.6421550288e-2,8.7587846702e-2
140.0245,1106,2.0378498674e-2,2.0388497436e-2,7.2809953979e-2
140.16275,1394,3.7597542692e-2,3.7600853996e-2,8.3433328229e-2
140.337,386,2.2670146668e-2,2.267727554e-2,8.6215112616e-2
140.38525,338,6.0835238983e-2,6.0842420343e-2,0.114045458645
140.4275,1010,5.0526507906e-2,5.0537306391e-2,9.3060145655e-2
140.55375,674,3.8321085847e-2,3.8328099576e-2,0.108781556357
140.638,770,5.1120658351e-2,5.1130256769e-2,8.6506196044e-2
140.73425,626,6.0262377794e-2,6.0263978456e-2,0.103975696167
140.8125,290,1.557999971e-2,1.5581393565e-2,6.1440180661e-2
140.84875,1346,6.0701704495e-2,6.0704755714e-2,0.106157738642
141.017,482,1.5963999518e-2,1.5965007968e-2,4.3328445146e-2
141.07725,1250,5.564900914e-2,5.5656786493e-2,0.119414008102
141.2335,674,6.6046482524e-2,6.605668328e-2,0.118955225482
141.31775,98,3.7550736826e-2,3.7552170279e-2,
141.33,530,5.2130215917e-2,5.2134112195e-2,9.7289663603e-2
141.39625,1058,5.3767874765e-2,5.3777916055e-2,0.121180428523
141.5285,818,1.6635999182e-2,1.663981941e-2,4.229421941e-2
141.63075,1490,3.4032024811e-2,3.4033806103e-2,0.100025023237
141.817,242,2.2684363315e-2,2.2692179029e-2,9.47049183e-2
141.84725,914,4.6200476989e-2,4.6203646321e-2,9.8805532881e-2
141.9615,1202,3.2454561827e-2,3.2457133281e-2,9.3578987968e-2
142.11175,1250,4.4943348111e-2,4.4949307191e-2,0.106268508839
142.268,962,1.6923999038e-2,1.6931041045e-2,6.8440256828e-2
142.38825,146,2.9721911825e-2,2.9725864298e-2,9.3385434147e-2
142.4065,386,4.5354922892e-2,4.5359352823e-2,8.8988445057e-2
142.45475,962,2.485878076e-2,2.4862658446e-2,7.9502012149e-2
142.575,338,5.5613149395e-2,5.5621584334e-2,0.113696756591
142.61725,578,4.3864768266e-2,4.3871553972e-2,0.11250107568
142.6895,1298,3.1608878394e-2,3.1615809821e-2,8.6151846139e-2
142.85175,1394,1.8176516581e-2,1.8183686552e-2,9.3551083698e-2
143.026,674,1.9779277839e-2,1.9785317145e-2,7.5114045023e-2
143.11025,482,3.1337536834e-2,3.1338735094e-2,8.5487349917e-2
143.1705,1058,6.6594764519e-2,6.6596248496e-2,0.117363723005
143.30275,770,4.718783213e-2,4.71908832e-2,0.106853782727
143.399,1106,6.4869097515e-2,6.4879310019e-2,0.107155459975
143.53725,1346,3.4756739535e-2,3.4762018571e-2,6.8364909405e-2
143.7055,1346,6.4289024942e-2,6.4298143715e-2,0.103889986787
143.87375,98,2.8229911487e-2,2.8238137025e-2,7.3776164757e-2
143.886,674,1.6347999326e-2,1.6349594376e-2,7.3631002081e-2
143.97025,290,3.204547363e-2,3.2050986907e-2,6.0355475261e-2
144.0065,482,6.4975289591e-2,6.498289882e-2,9.036849882e-2
144.06675,626,1.6251999374e-2,1.6260206421e-2,7.7531042701e-2
144.145,1202,4.677248319e-2,4.6781648918e-2,8.5455933377e-2
144.29525,1346,4.3900144197e-2,4.3907522554e-2,7.7216872619e-2
144.4635,1250,2.5678954625e-2,2.5686879424e-2,7.7914973897e-2
144.61975,482,5.621573139e-2,5.6226013413e-2,0.117462916901
144.68,338,3.1093590399e-2,3.1095535093e-2,6.1082209421e-2
144.72225,338,3.3008533036e-2,3.3017568845e-2,9.0919697643e-2
144.7645,1202,1.7403998798e-2,1.7412366402e-2,7.6659271305e-2
144.91475,626,2.9913545075e-2,2.992303494e-2,9.121087717e-2
144.993,338,3.6184784462e-2,3.61872505e-2,0.109148097919
145.03525,578,4.214069274e-2,4.2147121703e-2,0.108795440898
145.1075,1010,4.0571565516e-2,4.0580208974e-2,0.101556528914
145.23375,482,3.5552281849e-2,3.5553556364e-2,0.109724097798
145.294,722,2.5048212873e-2,2.5057323182e-2,9.6167585603e-2
145.38425,1250,4.7981922121e-2,4.7989231811e-2,0.123730637804
145.5405,194,2.6836383137e-2,2.6846630985e-2,8.8625178535e-2
145.56475,482,5.8184096553e-2,5.8189589963e-2,9.1408688493e-2
145.625,242,2.6665443687e-2,2.667480257e-2,6.2456961892e-2
145.65525,1442,2.2089627787e-2,2.2099737617e-2,8.1363497997e-2
145.8355,1154,2.9947960051e-2,2.9950679075e-2,6.662282332e-2
145.97975,914,3.494595404e-2,3.4955231958e-2,0.100250702484
146.094,530,1.7061843303e-2,1.7070917051e-2,4.2494917051e-2
146.16025,482,5.603004057e-2,5.6033267212e-2,8.9276583854e-2
146.2205,338,5.4953184416e-2,5.4957557921e-2,0.106958389164
146.26275,770,2.7548658607e-2,2.7553794614e-2,9.4763402129e-2
146.359,1106,3.0027665278e-2,3.0029537642e-2,9.2159314907e-2
146.49725,434,3.397315256e-2,3.3977879894e-2,7.1310274763e-2
146.5515,770,2.6811599677e-2,2.6818287558e-2,8.0062118882e-2
146.64775,1154,1.7307998846e-2,1.7317725742e-2,5.3571358767e-2
146.792,146,1.5291999854e-2,1.5296402013e-2,6.4608640263e-2
146.81025,1010,6.5663234107e-2,6.5664983759e-2,0.102692449864
146.9365,1058,4.5091379362e-2,4.5100008271e-2,0.100615395068
147.06875,674,6.2845429978e-2,6.2852036351e-2,0.112918575615
